,name,display_name,description
406,vursinus_homolog_orthology_type,Common wombat homology type,
407,somatic_peptide_location,Protein location (aa),Location of the Variant in the peptide
408,pnyererei_homolog_chromosome,Makobe Island cichlid chromosome/scaffold name,
409,snp_som_ensembl_CDS_length,,
410,omelastigma_homolog_orthology_confidence,"Indian medaka orthology confidence [0 low, 1 high]",
411,mmurdjan_homolog_perc_id_r1,%id. query gene identical to target Pinecone soldierfish gene,
412,band,Karyotype band,Band of chromosome/scaffold where genes occur.
413,ptaltaica_homolog_wga_coverage,Tiger Whole-genome alignment coverage,
414,tguttata_homolog_wga_coverage,Zebra finch Whole-genome alignment coverage,
415,gmorhua_homolog_wga_coverage,Cod Whole-genome alignment coverage,
416,pkingsleyae_homolog_perc_id_r1,%id. query gene identical to target Paramormyrops kingsleyae gene,
417,somatic_allele,Variant alleles,Snp Allele
418,chircus_homolog_dn,dN with Goat,
419,marmatus_homolog_subtype,Last common ancestor with Zig-zag eel,
420,lcanadensis_homolog_goc_score,Canada lynx Gene-order conservation score,
421,sfasciatus_homolog_canonical_transcript_protein,Query protein or transcript ID,
422,dmelanogaster_homolog_subtype,Last common ancestor with Drosophila melanogaster,
423,mochrogaster_homolog_chrom_start,Prairie vole chromosome/scaffold start (bp),
424,ccapucinus_homolog_perc_id_r1,%id. query gene identical to target Capuchin gene,
425,cgchok1gshd_homolog_chrom_start,Chinese hamster CHOK1GS chromosome/scaffold start (bp),
426,mdomestica_homolog_perc_id_r1,%id. query gene identical to target Opossum gene,
427,btaurus_homolog_perc_id_r1,%id. query gene identical to target Cow gene,
428,ptaltaica_homolog_goc_score,Tiger Gene-order conservation score,
429,lcrocea_homolog_ensembl_gene,Large yellow croaker gene stable ID,
430,pvampyrus_homolog_wga_coverage,Megabat Whole-genome alignment coverage,
431,lsdomestica_homolog_canonical_transcript_protein,Query protein or transcript ID,
432,oanatinus_homolog_chrom_end,Platypus chromosome/scaffold end (bp),
433,structure_transcript_stable_id_version,,
434,homologs_external_gene_name,,
435,sldorsalis_homolog_orthology_confidence,"Yellowtail amberjack orthology confidence [0 low, 1 high]",
436,acalliptera_homolog_perc_id_r1,%id. query gene identical to target Eastern happy gene,
437,uamericanus_homolog_chrom_end,American black bear chromosome/scaffold end (bp),
438,pmexicana_homolog_wga_coverage,Shortfin molly Whole-genome alignment coverage,
439,trubripes_homolog_subtype,Last common ancestor with Fugu,
440,interpro,Interpro ID,InterPro Accession ID
441,smaximus_homolog_chrom_start,Turbot chromosome/scaffold start (bp),
442,sfasciatus_homolog_orthology_type,Jewelled blenny homology type,
443,vpacos_homolog_orthology_confidence,"Alpaca orthology confidence [0 low, 1 high]",
444,saraneus_homolog_goc_score,Shrew Gene-order conservation score,
445,olhsok_homolog_perc_id_r1,%id. query gene identical to target Japanese medaka HSOK gene,
446,platipinna_homolog_chrom_start,Sailfin molly chromosome/scaffold start (bp),
447,hcomes_homolog_wga_coverage,Tiger tail seahorse Whole-genome alignment coverage,
448,ttruncatus_homolog_wga_coverage,Dolphin Whole-genome alignment coverage,
449,cabingdonii_homolog_perc_id,%id. target Abingdon island giant tortoise gene identical to query gene,
450,oaries_homolog_orthology_type,Sheep homology type,
451,minor_allele,Minor allele,
452,catys_homolog_dn,dN with Sooty mangabey,
453,mmulatta_homolog_associated_gene_name,Macaque gene name,
454,anancymaae_homolog_canonical_transcript_protein,Query protein or transcript ID,
455,tnigroviridis_homolog_ds,dS with Tetraodon,
456,lcanadensis_homolog_subtype,Last common ancestor with Canada lynx,
457,psinensis_homolog_ds,dS with Chinese softshell turtle,
458,lcoronata_homolog_perc_id_r1,%id. query gene identical to target Blue-crowned manakin gene,
459,ccanadensis_homolog_ds,dS with American beaver,
460,hamap_start,HAMAP start,
461,homologs_gene_version,,
462,ogarnettii_homolog_chromosome,Bushbaby chromosome/scaffold name,
463,ncoils,Coiled-coils (Ncoils),
464,pabelii_homolog_chrom_start,Orangutan chromosome/scaffold start (bp),
465,ngalili_homolog_perc_id,%id. target Upper Galilee mountains blind mole rat gene identical to query gene,
466,olhsok_homolog_goc_score,Japanese medaka HSOK Gene-order conservation score,
467,uamericanus_homolog_goc_score,American black bear Gene-order conservation score,
468,fdamarensis_homolog_dn,dN with Damara mole rat,
469,hgfemale_homolog_subtype,Last common ancestor with Naked mole-rat female,
470,loculatus_homolog_associated_gene_name,Spotted gar gene name,
471,cldingo_homolog_canonical_transcript_protein,Query protein or transcript ID,
472,ogarnettii_homolog_associated_gene_name,Bushbaby gene name,
473,sorbicularis_homolog_orthology_type,Orbiculate cardinalfish homology type,
474,hhucho_homolog_orthology_type,Huchen homology type,
475,snp_som_transcript_version,,
476,mnemestrina_homolog_chromosome,Pig-tailed macaque chromosome/scaffold name,
477,somatic_chromosome_end,Chromosome/scaffold position end (bp),End of the Variant on the chromosome/scaffold in Chromosomal Coordinates
478,cgchok1gshd_homolog_chromosome,Chinese hamster CHOK1GS chromosome/scaffold name,
479,vvulpes_homolog_canonical_transcript_protein,Query protein or transcript ID,
480,hpa_accession,Human Protein Atlas accession,
481,mpfuro_homolog_ds,dS with Ferret,
482,mauratus_homolog_canonical_transcript_protein,Query protein or transcript ID,
483,caperea_homolog_perc_id,%id. target Brazilian guinea pig gene identical to query gene,
484,olatipes_homolog_perc_id,%id. target Japanese medaka HdrR gene identical to query gene,
485,hhucho_homolog_subtype,Last common ancestor with Huchen,
486,transcript_count,Transcript count,
487,ampachon_homolog_chromosome,Pachon cavefish chromosome/scaffold name,
488,hburtoni_homolog_chromosome,Burton's mouthbrooder chromosome/scaffold name,
489,ttruncatus_homolog_dn,dN with Dolphin,
490,gwilldenowi_homolog_wga_coverage,Blunt-snouted clingfish Whole-genome alignment coverage,
491,bgrunniens_homolog_ensembl_peptide,Domestic yak protein or transcript stable ID,
492,cvariegatus_homolog_associated_gene_name,Sheepshead minnow gene name,
493,pnyererei_homolog_perc_id,%id. target Makobe Island cichlid gene identical to query gene,
494,cgpicr_homolog_perc_id,%id. target Chinese hamster PICR gene identical to query gene,
495,sdumerili_homolog_dn,dN with Greater amberjack,
496,ppardus_homolog_ds,dS with Leopard,
497,charengus_homolog_wga_coverage,Atlantic herring Whole-genome alignment coverage,
498,pmarinus_homolog_associated_gene_name,Lamprey gene name,
499,marmatus_homolog_dn,dN with Zig-zag eel,
500,bihybrid_homolog_ensembl_gene,Hybrid - Bos Indicus gene stable ID,
501,mundulatus_homolog_goc_score,Budgerigar Gene-order conservation score,
502,hgfemale_homolog_ensembl_gene,Naked mole-rat female gene stable ID,
503,oaries_homolog_wga_coverage,Sheep Whole-genome alignment coverage,
504,gene_flank,,
505,strutta_homolog_chromosome,River trout chromosome/scaffold name,
506,ggorilla_homolog_wga_coverage,Gorilla Whole-genome alignment coverage,
507,hgfemale_homolog_goc_score,Naked mole-rat female Gene-order conservation score,
508,mlucifugus_homolog_canonical_transcript_protein,Query protein or transcript ID,
509,celegans_homolog_ds,dS with Caenorhabditis elegans,
510,somatic_minor_allele_freq,Minor allele frequency,
511,pmexicana_homolog_perc_id_r1,%id. query gene identical to target Shortfin molly gene,
512,ppaniscus_homolog_associated_gene_name,Bonobo gene name,
513,capalliatus_homolog_ensembl_peptide,Angola colobus protein or transcript stable ID,
514,pirsf_start,PIRSF start,
515,drerio_homolog_chromosome,Zebrafish chromosome/scaffold name,
516,5_utr_start,5' UTR start,
517,falbicollis_homolog_ensembl_gene,Flycatcher gene stable ID,
518,oaureus_homolog_perc_id_r1,%id. query gene identical to target Blue tilapia gene,
519,sbboliviensis_homolog_chrom_end,Bolivian squirrel monkey chromosome/scaffold end (bp),
520,cporcellus_homolog_orthology_confidence,"Guinea Pig orthology confidence [0 low, 1 high]",
521,lcrocea_homolog_chrom_end,Large yellow croaker chromosome/scaffold end (bp),
522,lafricana_homolog_canonical_transcript_protein,Query protein or transcript ID,
523,bgrunniens_homolog_chromosome,Domestic yak chromosome/scaffold name,
524,cjacchus_homolog_associated_gene_name,Marmoset gene name,
525,bsplendens_homolog_chromosome,Siamese fighting fish chromosome/scaffold name,
526,vvulpes_homolog_associated_gene_name,Red fox gene name,
527,ppaniscus_homolog_goc_score,Bonobo Gene-order conservation score,
528,pcapensis_homolog_ensembl_peptide,Hyrax protein or transcript stable ID,
529,mmmarmota_homolog_orthology_confidence,"Alpine marmot orthology confidence [0 low, 1 high]",
530,etelfairi_homolog_orthology_type,Lesser hedgehog tenrec homology type,
531,jhyemalis_homolog_wga_coverage,Dark-eyed junco Whole-genome alignment coverage,
532,platipinna_homolog_wga_coverage,Sailfin molly Whole-genome alignment coverage,
533,mmurdjan_homolog_orthology_confidence,"Pinecone soldierfish orthology confidence [0 low, 1 high]",
534,enaucrates_homolog_ds,dS with Live sharksucker,
535,bthybrid_homolog_orthology_confidence,"Hybrid - Bos Taurus orthology confidence [0 low, 1 high]",
536,ggorilla_homolog_canonical_transcript_protein,Query protein or transcript ID,
537,pabelii_homolog_dn,dN with Orangutan,
538,cfamiliaris_homolog_orthology_confidence,"Dog orthology confidence [0 low, 1 high]",
539,mcaroli_homolog_orthology_confidence,"Ryukyu mouse orthology confidence [0 low, 1 high]",
540,lsdomestica_homolog_perc_id,%id. target Bengalese finch gene identical to query gene,
541,bthybrid_homolog_orthology_type,Hybrid - Bos Taurus homology type,
542,smart_start,SMART start,
543,olatipes_homolog_goc_score,Japanese medaka HdrR Gene-order conservation score,
544,homologs_ensembl_gene_id,,
545,strutta_homolog_canonical_transcript_protein,Query protein or transcript ID,
546,ecalabaricus_homolog_orthology_type,Reedfish homology type,
547,nvison_homolog_dn,dN with American mink,
548,mspicilegus_homolog_associated_gene_name,Steppe mouse gene name,
549,mspretus_homolog_chrom_end,Algerian mouse chromosome/scaffold end (bp),
550,gmorhua_homolog_perc_id_r1,%id. query gene identical to target Cod gene,
551,ecalabaricus_homolog_ds,dS with Reedfish,
552,ptephrosceles_homolog_orthology_confidence,"Ugandan red Colobus orthology confidence [0 low, 1 high]",
553,amexicanus_homolog_ds,dS with Mexican tetra,
554,ptephrosceles_homolog_ds,dS with Ugandan red Colobus,
555,oaureus_homolog_ds,dS with Blue tilapia,
556,tguttata_homolog_ensembl_gene,Zebra finch gene stable ID,
557,ptephrosceles_homolog_chrom_end,Ugandan red Colobus chromosome/scaffold end (bp),
558,cintestinalis_homolog_chromosome,C.intestinalis chromosome/scaffold name,
559,ncoils_end,Coiled-coils (Ncoils) end,
560,oanatinus_homolog_dn,dN with Platypus,
561,cmilii_homolog_wga_coverage,Elephant shark Whole-genome alignment coverage,
562,pcapensis_homolog_ds,dS with Hyrax,
563,tguttata_homolog_orthology_confidence,"Zebra finch orthology confidence [0 low, 1 high]",
564,celegans_homolog_associated_gene_name,Caenorhabditis elegans gene name,
565,shabroptila_homolog_associated_gene_name,Kakapo gene name,
566,hsapiens_paralog_dn,Paralogue dN with Human,
567,atestudineus_homolog_canonical_transcript_protein,Query protein or transcript ID,
568,preticulata_homolog_chromosome,Guppy chromosome/scaffold name,
569,gwilldenowi_homolog_associated_gene_name,Blunt-snouted clingfish gene name,
570,oniloticus_homolog_chrom_start,Nile tilapia chromosome/scaffold start (bp),
571,sdumerili_homolog_ds,dS with Greater amberjack,
572,pcoquereli_homolog_associated_gene_name,Coquerel's sifaka gene name,
573,bthybrid_homolog_chrom_start,Hybrid - Bos Taurus chromosome/scaffold start (bp),
574,mundulatus_homolog_subtype,Last common ancestor with Budgerigar,
575,sorbicularis_homolog_dn,dN with Orbiculate cardinalfish,
576,sorbicularis_homolog_subtype,Last common ancestor with Orbiculate cardinalfish,
577,trubripes_homolog_chrom_start,Fugu chromosome/scaffold start (bp),
578,cabingdonii_homolog_ensembl_gene,Abingdon island giant tortoise gene stable ID,
579,mmurdjan_homolog_wga_coverage,Pinecone soldierfish Whole-genome alignment coverage,
580,ecaballus_homolog_dn,dN with Horse,
581,pcoquereli_homolog_perc_id,%id. target Coquerel's sifaka gene identical to query gene,
582,rnorvegicus_homolog_ensembl_gene,Rat gene stable ID,
583,ncoils_start,Coiled-coils (Ncoils) start,
584,sharrisii_homolog_wga_coverage,Tasmanian devil Whole-genome alignment coverage,
585,hgmale_homolog_wga_coverage,Naked mole-rat male Whole-genome alignment coverage,
586,hamap_end,HAMAP end,
587,choffmanni_homolog_chrom_start,Sloth chromosome/scaffold start (bp),
588,cdna_coding_start,CDS start (within cDNA),
589,polyphen_prediction_2076,PolyPhen prediction,
590,rroxellana_homolog_ensembl_peptide,Golden snub-nosed monkey protein or transcript stable ID,
591,scanaria_homolog_orthology_confidence,"Common canary orthology confidence [0 low, 1 high]",
592,gaculeatus_homolog_wga_coverage,Stickleback Whole-genome alignment coverage,
593,neugenii_homolog_wga_coverage,Wallaby Whole-genome alignment coverage,
594,bmutus_homolog_ds,dS with Wild yak,
595,gmorhua_homolog_ensembl_peptide,Cod protein or transcript stable ID,
596,pmarinus_homolog_ds,dS with Lamprey,
597,spunctatus_homolog_associated_gene_name,Tuatara gene name,
598,mobidblite,MobiDB lite,
599,celegans_homolog_canonical_transcript_protein,Query protein or transcript ID,
600,mcaroli_homolog_perc_id_r1,%id. query gene identical to target Ryukyu mouse gene,
601,mpfuro_homolog_subtype,Last common ancestor with Ferret,
602,peptide,,
603,gagassizii_homolog_ensembl_gene,Agassiz's desert tortoise gene stable ID,
604,homologs_external_gene_source,,
605,drerio_homolog_chrom_start,Zebrafish chromosome/scaffold start (bp),
606,structure_transcript_id,,
607,spunctatus_homolog_orthology_confidence,"Tuatara orthology confidence [0 low, 1 high]",
608,gaculeatus_homolog_subtype,Last common ancestor with Stickleback,
609,olatipes_homolog_wga_coverage,Japanese medaka HdrR Whole-genome alignment coverage,
610,amexicanus_homolog_perc_id_r1,%id. query gene identical to target Mexican tetra gene,
611,jjaculus_homolog_chrom_end,Lesser Egyptian jerboa chromosome/scaffold end (bp),
612,neugenii_homolog_chromosome,Wallaby chromosome/scaffold name,
613,spunctatus_homolog_orthology_type,Tuatara homology type,
614,lchalumnae_homolog_ds,dS with Coelacanth,
615,munguiculatus_homolog_associated_gene_name,Mongolian gerbil gene name,
616,oanatinus_homolog_perc_id,%id. target Platypus gene identical to query gene,
617,hcomes_homolog_canonical_transcript_protein,Query protein or transcript ID,
618,csemilaevis_homolog_orthology_confidence,"Tongue sole orthology confidence [0 low, 1 high]",
619,sdumerili_homolog_associated_gene_name,Greater amberjack gene name,
620,pabelii_homolog_orthology_confidence,"Orangutan orthology confidence [0 low, 1 high]",
621,pranga_homolog_ensembl_peptide,Indian glassy fish protein or transcript stable ID,
622,sequence_rank,,
623,rbieti_homolog_ensembl_peptide,Black snub-nosed monkey protein or transcript stable ID,
624,ecaballus_homolog_associated_gene_name,Horse gene name,
625,ampachon_homolog_associated_gene_name,Pachon cavefish gene name,
626,mirbase_accession,miRBase accession,
627,shabroptila_homolog_orthology_type,Kakapo homology type,
628,pmexicana_homolog_orthology_type,Shortfin molly homology type,
629,ggallus_homolog_ensembl_gene,Chicken gene stable ID,
630,affy_hta_2_0,AFFY HTA 2 0 probe,
631,external_gene_name,Gene name,
632,lcanadensis_homolog_orthology_confidence,"Canada lynx orthology confidence [0 low, 1 high]",
